"키프로스",766616.000 (Persons),2.052 (annual %),783121.000 (Persons),2.130 (annual %),800610.000 (Persons),2.209 (annual %),818750.000 (Persons),2.240 (annual %),837104.000 (Persons),2.217 (annual %),855391.000 (Persons),2.161 (annual %),873426.000 (Persons),2.086 (annual %),891190.000 (Persons),2.013 (annual %),908710.000 (Persons),1.947 (annual %),926049.000 (Persons),1.890 (annual %),943288.000 (Persons),1.844 (annual %),960274.000 (Persons),1.785 (annual %),976968.000 (Persons),1.724 (annual %),993562.000 (Persons),1.684 (annual %),1010410.000 (Persons),1.682 (annual %),1027657.000 (Persons),1.693 (annual %),1045508.000 (Persons),1.722 (annual %),1063708.000 (Persons),1.726 (annual %),1081568.000 (Persons),1.665 (annual %),1098089.000 (Persons),1.516 (annual %),1112617.000 (Persons),1.314 (annual %),1124837.000 (Persons),1.092 (annual %),1135046.000 (Persons),0.904 (annual %),1143866.000 (Persons),0.774 (annual %),1152297.000 (Persons),0.734 (annual %),1160987.000 (Persons),0.751 (annual %),1170189.000 (Persons),0.789 (annual %),1179685.000 (Persons),0.808 (annual %),1189262.000 (Persons),0.809 (annual %),1198574.000 (Persons),0.780 (annual %),1207361.000 (Persons),0.730 (annual %)
"체코",10333355.000 (Persons),-0.268 (annual %),10308578.000 (Persons),-0.240 (annual %),10319123.000 (Persons),0.102 (annual %),10329855.000 (Persons),0.104 (annual %),10333587.000 (Persons),0.036 (annual %),10327253.000 (Persons),-0.061 (annual %),10315241.000 (Persons),-0.116 (annual %),10304131.000 (Persons),-0.108 (annual %),10294373.000 (Persons),-0.095 (annual %),10283860.000 (Persons),-0.102 (annual %),10255063.000 (Persons),-0.280 (annual %),10216605.000 (Persons),-0.376 (annual %),10196916.000 (Persons),-0.193 (annual %),10193998.000 (Persons),-0.029 (annual %),10197101.000 (Persons),0.030 (annual %),10211216.000 (Persons),0.138 (annual %),10238905.000 (Persons),0.271 (annual %),10298828.000 (Persons),0.584 (annual %),10384603.000 (Persons),0.829 (annual %),10443936.000 (Persons),0.570 (annual %),10474410.000 (Persons),0.291 (annual %),10496088.000 (Persons),0.207 (annual %),10510785.000 (Persons),0.140 (annual %),10514272.000 (Persons),0.033 (annual %),10525347.000 (Persons),0.105 (annual %),10546059.000 (Persons),0.197 (annual %),10566332.000 (Persons),0.192 (annual %),10594438.000 (Persons),0.266 (annual %),10629928.000 (Persons),0.334 (annual %),10671870.000 (Persons),0.394 (annual %),10698896.000 (Persons),0.253 (annual %)
"덴마크",5140939.000 (Persons),0.162 (annual %),5154298.000 (Persons),0.260 (annual %),5171370.000 (Persons),0.331 (annual %),5188628.000 (Persons),0.333 (annual %),5206180.000 (Persons),0.338 (annual %),5233373.000 (Persons),0.521 (annual %),5263074.000 (Persons),0.566 (annual %),5284991.000 (Persons),0.416 (annual %),5304219.000 (Persons),0.363 (annual %),5321799.000 (Persons),0.331 (annual %),5339616.000 (Persons),0.334 (annual %),5358783.000 (Persons),0.358 (annual %),5375931.000 (Persons),0.319 (annual %),5390574.000 (Persons),0.272 (annual %),5404523.000 (Persons),0.258 (annual %),5419432.000 (Persons),0.275 (annual %),5437272.000 (Persons),0.329 (annual %),5461438.000 (Persons),0.443 (annual %),5493621.000 (Persons),0.588 (annual %),5523095.000 (Persons),0.535 (annual %),5547683.000 (Persons),0.444 (annual %),5570572.000 (Persons),0.412 (annual %),5591572.000 (Persons),0.376 (annual %),5614932.000 (Persons),0.417 (annual %),5643475.000 (Persons),0.507 (annual %),5683483.000 (Persons),0.706 (annual %),5728010.000 (Persons),0.780 (annual %),5764980.000 (Persons),0.643 (annual %),5793636.000 (Persons),0.496 (annual %),5814422.000 (Persons),0.358 (annual %),5831404.000 (Persons),0.292 (annual %)
"지부티",590393.000 (Persons),4.599 (annual %),606843.000 (Persons),2.748 (annual %),615050.000 (Persons),1.343 (annual %),618504.000 (Persons),0.560 (annual %),622364.000 (Persons),0.622 (annual %),630385.000 (Persons),1.281 (annual %),643649.000 (Persons),2.082 (annual %),660858.000 (Persons),2.639 (annual %),680465.000 (Persons),2.924 (annual %),699973.000 (Persons),2.827 (annual %),717577.000 (Persons),2.484 (annual %),733019.000 (Persons),2.129 (annual %),746947.000 (Persons),1.882 (annual %),759639.000 (Persons),1.685 (annual %),771599.000 (Persons),1.562 (annual %),783248.000 (Persons),1.498 (annual %),794554.000 (Persons),1.433 (annual %),805456.000 (Persons),1.363 (annual %),816361.000 (Persons),1.345 (annual %),827820.000 (Persons),1.394 (annual %),840194.000 (Persons),1.484 (annual %),853671.000 (Persons),1.591 (annual %),868136.000 (Persons),1.680 (annual %),883296.000 (Persons),1.731 (annual %),898707.000 (Persons),1.730 (annual %),913998.000 (Persons),1.687 (annual %),929117.000 (Persons),1.641 (annual %),944100.000 (Persons),1.600 (annual %),958923.000 (Persons),1.558 (annual %),973557.000 (Persons),1.515 (annual %),988002.000 (Persons),1.473 (annual %)
"도미니카연방",70422.000 (Persons),-0.425 (annual %),70377.000 (Persons),-0.064 (annual %),70546.000 (Persons),0.240 (annual %),70818.000 (Persons),0.385 (annual %),71044.000 (Persons),0.319 (annual %),71105.000 (Persons),0.086 (annual %),70933.000 (Persons),-0.242 (annual %),70592.000 (Persons),-0.482 (annual %),70183.000 (Persons),-0.581 (annual %),69828.000 (Persons),-0.507 (annual %),69650.000 (Persons),-0.255 (annual %),69671.000 (Persons),0.030 (annual %),69840.000 (Persons),0.242 (annual %),70102.000 (Persons),0.374 (annual %),70387.000 (Persons),0.406 (annual %),70580.000 (Persons),0.274 (annual %),70718.000 (Persons),0.195 (annual %),70797.000 (Persons),0.112 (annual %),70829.000 (Persons),0.045 (annual %),70848.000 (Persons),0.027 (annual %),70877.000 (Persons),0.041 (annual %),70912.000 (Persons),0.049 (annual %),70954.000 (Persons),0.059 (annual %),71019.000 (Persons),0.092 (annual %),71091.000 (Persons),0.101 (annual %),71175.000 (Persons),0.118 (annual %),71307.000 (Persons),0.185 (annual %),71460.000 (Persons),0.214 (annual %),71626.000 (Persons),0.232 (annual %),71808.000 (Persons),0.254 (annual %),71991.000 (Persons),0.255 (annual %)
"도미니카공화국",7133491.000 (Persons),1.919 (annual %),7270413.000 (Persons),1.901 (annual %),7408339.000 (Persons),1.879 (annual %),7546467.000 (Persons),1.847 (annual %),7683707.000 (Persons),1.802 (annual %),7819239.000 (Persons),1.749 (annual %),7952766.000 (Persons),1.693 (annual %),8084407.000 (Persons),1.642 (annual %),8214427.000 (Persons),1.595 (annual %),8343288.000 (Persons),1.557 (annual %),8471317.000 (Persons),1.523 (annual %),8598599.000 (Persons),1.491 (annual %),8724974.000 (Persons),1.459 (annual %),8850317.000 (Persons),1.426 (annual %),8974444.000 (Persons),1.393 (annual %),9097262.000 (Persons),1.359 (annual %),9218681.000 (Persons),1.326 (annual %),9338856.000 (Persons),1.295 (annual %),9458079.000 (Persons),1.269 (annual %),9576736.000 (Persons),1.247 (annual %),9695117.000 (Persons),1.229 (annual %),9813219.000 (Persons),1.211 (annual %),9930916.000 (Persons),1.192 (annual %),10048226.000 (Persons),1.174 (annual %),10165182.000 (Persons),1.157 (annual %),10281675.000 (Persons),1.139 (annual %),10397738.000 (Persons),1.123 (annual %),10513111.000 (Persons),1.103 (annual %),10627147.000 (Persons),1.079 (annual %),10738957.000 (Persons),1.047 (annual %),10847904.000 (Persons),1.009 (annual %)
"에콰도르",10230931.000 (Persons),2.364 (annual %),10472476.000 (Persons),2.333 (annual %),10716131.000 (Persons),2.300 (annual %),10961460.000 (Persons),2.264 (annual %),11207999.000 (Persons),2.224 (annual %),11455205.000 (Persons),2.182 (annual %),11703169.000 (Persons),2.142 (annual %),11951457.000 (Persons),2.099 (annual %),12198449.000 (Persons),2.046 (annual %),12442109.000 (Persons),1.978 (annual %),12681123.000 (Persons),1.903 (annual %),12914660.000 (Persons),1.825 (annual %),13143465.000 (Persons),1.756 (annual %),13369678.000 (Persons),1.706 (annual %),13596390.000 (Persons),1.682 (annual %),13825839.000 (Persons),1.673 (annual %),14059379.000 (Persons),1.675 (annual %),14296554.000 (Persons),1.673 (annual %),14535740.000 (Persons),1.659 (annual %),14774412.000 (Persons),1.629 (annual %),15011114.000 (Persons),1.589 (annual %),15243885.000 (Persons),1.539 (annual %),15474099.000 (Persons),1.499 (annual %),15707473.000 (Persons),1.497 (annual %),15951832.000 (Persons),1.544 (annual %),16212022.000 (Persons),1.618 (annual %),16491116.000 (Persons),1.707 (annual %),16785356.000 (Persons),1.769 (annual %),17084359.000 (Persons),1.766 (annual %),17373657.000 (Persons),1.679 (annual %),17643060.000 (Persons),1.539 (annual %)
"이집트",56134478.000 (Persons),2.427 (annual %),57424552.000 (Persons),2.272 (annual %),58666812.000 (Persons),2.140 (annual %),59880656.000 (Persons),2.048 (annual %),61095804.000 (Persons),2.009 (annual %),62334025.000 (Persons),2.006 (annual %),63601632.000 (Persons),2.013 (annual %),64892269.000 (Persons),2.009 (annual %),66200259.000 (Persons),1.996 (annual %),67515591.000 (Persons),1.967 (annual %),68831561.000 (Persons),1.930 (annual %),70152662.000 (Persons),1.901 (annual %),71485044.000 (Persons),1.881 (annual %),72826102.000 (Persons),1.859 (annual %),74172073.000 (Persons),1.831 (annual %),75523576.000 (Persons),1.806 (annual %),76873670.000 (Persons),1.772 (annual %),78232124.000 (Persons),1.752 (annual %),79636081.000 (Persons),1.779 (annual %),81134789.000 (Persons),1.864 (annual %),82761244.000 (Persons),1.985 (annual %),84529251.000 (Persons),2.114 (annual %),86422240.000 (Persons),2.215 (annual %),88404652.000 (Persons),2.268 (annual %),90424668.000 (Persons),2.259 (annual %),92442549.000 (Persons),2.207 (annual %),94447071.000 (Persons),2.145 (annual %),96442590.000 (Persons),2.091 (annual %),98423602.000 (Persons),2.033 (annual %),100388076.000 (Persons),1.976 (annual %),102334403.000 (Persons),1.920 (annual %)
"엘살바도르",5270074.000 (Persons),1.327 (annual %),5342190.000 (Persons),1.359 (annual %),5416327.000 (Persons),1.378 (annual %),5490478.000 (Persons),1.360 (annual %),5561916.000 (Persons),1.293 (annual %),5628602.000 (Persons),1.192 (annual %),5689943.000 (Persons),1.084 (annual %),5746288.000 (Persons),0.985 (annual %),5797764.000 (Persons),0.892 (annual %),5844834.000 (Persons),0.809 (annual %),5887930.000 (Persons),0.735 (annual %),5927001.000 (Persons),0.661 (annual %),5962139.000 (Persons),0.591 (annual %),5994075.000 (Persons),0.534 (annual %),6023801.000 (Persons),0.495 (annual %),6052124.000 (Persons),0.469 (annual %),6079395.000 (Persons),0.450 (annual %),6105810.000 (Persons),0.434 (annual %),6131767.000 (Persons),0.424 (annual %),6157678.000 (Persons),0.422 (annual %),6183877.000 (Persons),0.425 (annual %),6210567.000 (Persons),0.431 (annual %),6237922.000 (Persons),0.439 (annual %),6266076.000 (Persons),0.450 (annual %),6295124.000 (Persons),0.463 (annual %),6325121.000 (Persons),0.475 (annual %),6356137.000 (Persons),0.489 (annual %),6388124.000 (Persons),0.502 (annual %),6420740.000 (Persons),0.509 (annual %),6453550.000 (Persons),0.510 (annual %),6486201.000 (Persons),0.505 (annual %)
"적도기니",419188.000 (Persons),3.044 (annual %),432844.000 (Persons),3.206 (annual %),447269.000 (Persons),3.278 (annual %),462637.000 (Persons),3.378 (annual %),479099.000 (Persons),3.496 (annual %),496768.000 (Persons),3.622 (annual %),515844.000 (Persons),3.768 (annual %),536459.000 (Persons),3.919 (annual %),558496.000 (Persons),4.026 (annual %),581765.000 (Persons),4.082 (annual %),606180.000 (Persons),4.111 (annual %),631662.000 (Persons),4.118 (annual %),658388.000 (Persons),4.144 (annual %),686670.000 (Persons),4.206 (annual %),716949.000 (Persons),4.315 (annual %),749527.000 (Persons),4.444 (annual %),784494.000 (Persons),4.560 (annual %),821686.000 (Persons),4.632 (annual %),860839.000 (Persons),4.655 (annual %),901589.000 (Persons),4.625 (annual %),943640.000 (Persons),4.559 (annual %),986861.000 (Persons),4.478 (annual %),1031191.000 (Persons),4.394 (annual %),1076412.000 (Persons),4.292 (annual %),1122273.000 (Persons),4.172 (annual %),1168575.000 (Persons),4.043 (annual %),1215181.000 (Persons),3.911 (annual %),1262008.000 (Persons),3.781 (annual %),1308966.000 (Persons),3.653 (annual %),1355982.000 (Persons),3.529 (annual %),1402985.000 (Persons),3.408 (annual %)
"에리트레아",2258649.000 (Persons),1.225 (annual %),2266356.000 (Persons),0.341 (annual %),2257593.000 (Persons),-0.387 (annual %),2238631.000 (Persons),-0.843 (annual %),2218436.000 (Persons),-0.906 (annual %),2204227.000 (Persons),-0.643 (annual %),2196467.000 (Persons),-0.353 (annual %),2195192.000 (Persons),-0.058 (annual %),2206439.000 (Persons),0.511 (annual %),2237412.000 (Persons),1.394 (annual %),2292413.000 (Persons),2.429 (annual %),2374721.000 (Persons),3.528 (annual %),2481059.000 (Persons),4.381 (annual %),2600972.000 (Persons),4.720 (annual %),2719809.000 (Persons),4.468 (annual %),2826653.000 (Persons),3.853 (annual %),2918209.000 (Persons),3.188 (annual %),2996540.000 (Persons),2.649 (annual %),3062782.000 (Persons),2.187 (annual %),3119920.000 (Persons),1.848 (annual %),3170437.000 (Persons),1.606 (annual %),3213969.000 (Persons),1.364 (annual %),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"에스토니아",1569174.000 (Persons),0.066 (annual %),1561314.000 (Persons),-0.502 (annual %),1533091.000 (Persons),-1.824 (annual %),1494128.000 (Persons),-2.574 (annual %),1462514.000 (Persons),-2.139 (annual %),1436634.000 (Persons),-1.785 (annual %),1415594.000 (Persons),-1.475 (annual %),1399535.000 (Persons),-1.141 (annual %),1386156.000 (Persons),-0.961 (annual %),1390244.000 (Persons),0.294 (annual %),1396985.000 (Persons),0.484 (annual %),1388115.000 (Persons),-0.637 (annual %),1379350.000 (Persons),-0.633 (annual %),1370720.000 (Persons),-0.628 (annual %),1362550.000 (Persons),-0.598 (annual %),1354775.000 (Persons),-0.572 (annual %),1346810.000 (Persons),-0.590 (annual %),1340680.000 (Persons),-0.456 (annual %),1337090.000 (Persons),-0.268 (annual %),1334515.000 (Persons),-0.193 (annual %),1331475.000 (Persons),-0.228 (annual %),1327439.000 (Persons),-0.304 (annual %),1322696.000 (Persons),-0.358 (annual %),1317997.000 (Persons),-0.356 (annual %),1314545.000 (Persons),-0.262 (annual %),1315407.000 (Persons),0.066 (annual %),1315790.000 (Persons),0.029 (annual %),1317384.000 (Persons),0.121 (annual %),1321977.000 (Persons),0.348 (annual %),1326898.000 (Persons),0.372 (annual %),1331057.000 (Persons),0.313 (annual %)
"에티오피아",47887864.000 (Persons),3.432 (annual %),49609976.000 (Persons),3.533 (annual %),51423591.000 (Persons),3.591 (annual %),53295556.000 (Persons),3.576 (annual %),55180993.000 (Persons),3.477 (annual %),57047906.000 (Persons),3.327 (annual %),58883531.000 (Persons),3.167 (annual %),60697443.000 (Persons),3.034 (annual %),62507724.000 (Persons),2.939 (annual %),64343008.000 (Persons),2.894 (annual %),66224809.000 (Persons),2.883 (annual %),68159422.000 (Persons),2.879 (annual %),70142090.000 (Persons),2.867 (annual %),72170581.000 (Persons),2.851 (annual %),74239508.000 (Persons),2.826 (annual %),76346310.000 (Persons),2.798 (annual %),78489205.000 (Persons),2.768 (annual %),80674343.000 (Persons),2.746 (annual %),82916236.000 (Persons),2.741 (annual %),85233923.000 (Persons),2.757 (annual %),87639962.000 (Persons),2.784 (annual %),90139928.000 (Persons),2.813 (annual %),92726982.000 (Persons),2.830 (annual %),95385793.000 (Persons),2.827 (annual %),98094264.000 (Persons),2.800 (annual %),100835453.000 (Persons),2.756 (annual %),103603461.000 (Persons),2.708 (annual %),106399926.000 (Persons),2.663 (annual %),109224410.000 (Persons),2.620 (annual %),112078727.000 (Persons),2.580 (annual %),114963583.000 (Persons),2.541 (annual %)
"페로제도",47276.000 (Persons),0.248 (annual %),47123.000 (Persons),-0.324 (annual %),46746.000 (Persons),-0.803 (annual %),46277.000 (Persons),-1.008 (annual %),45848.000 (Persons),-0.931 (annual %),45625.000 (Persons),-0.488 (annual %),45624.000 (Persons),-0.002 (annual %),45789.000 (Persons),0.361 (annual %),46094.000 (Persons),0.664 (annual %),46428.000 (Persons),0.722 (annual %),46738.000 (Persons),0.665 (annual %),46999.000 (Persons),0.557 (annual %),47235.000 (Persons),0.501 (annual %),47439.000 (Persons),0.431 (annual %),47600.000 (Persons),0.339 (annual %),47731.000 (Persons),0.275 (annual %),47793.000 (Persons),0.130 (annual %),47825.000 (Persons),0.067 (annual %),47822.000 (Persons),-0.006 (annual %),47814.000 (Persons),-0.017 (annual %),47803.000 (Persons),-0.023 (annual %),47815.000 (Persons),0.025 (annual %),47843.000 (Persons),0.059 (annual %),47901.000 (Persons),0.121 (annual %),47965.000 (Persons),0.134 (annual %),48055.000 (Persons),0.187 (annual %),48173.000 (Persons),0.245 (annual %),48326.000 (Persons),0.317 (annual %),48497.000 (Persons),0.353 (annual %),48677.000 (Persons),0.370 (annual %),48865.000 (Persons),0.385 (annual %)
"피지",728575.000 (Persons),0.547 (annual %),735398.000 (Persons),0.932 (annual %),744470.000 (Persons),1.226 (annual %),754962.000 (Persons),1.399 (annual %),765607.000 (Persons),1.400 (annual %),775428.000 (Persons),1.275 (annual %),784389.000 (Persons),1.149 (annual %),792736.000 (Persons),1.059 (annual %),800148.000 (Persons),0.931 (annual %),806302.000 (Persons),0.766 (annual %),811011.000 (Persons),0.582 (annual %),813923.000 (Persons),0.358 (annual %),815257.000 (Persons),0.164 (annual %),816078.000 (Persons),0.101 (annual %),817864.000 (Persons),0.219 (annual %),821606.000 (Persons),0.456 (annual %),827869.000 (Persons),0.759 (annual %),836185.000 (Persons),1.000 (annual %),845356.000 (Persons),1.091 (annual %),853636.000 (Persons),0.975 (annual %),859816.000 (Persons),0.721 (annual %),863451.000 (Persons),0.422 (annual %),865065.000 (Persons),0.187 (annual %),865602.000 (Persons),0.062 (annual %),866447.000 (Persons),0.098 (annual %),868632.000 (Persons),0.252 (annual %),872406.000 (Persons),0.434 (annual %),877460.000 (Persons),0.578 (annual %),883490.000 (Persons),0.685 (annual %),889955.000 (Persons),0.729 (annual %),896444.000 (Persons),0.726 (annual %)
"핀란드",4986431.000 (Persons),0.443 (annual %),5013740.000 (Persons),0.546 (annual %),5041992.000 (Persons),0.562 (annual %),5066447.000 (Persons),0.484 (annual %),5088333.000 (Persons),0.431 (annual %),5107790.000 (Persons),0.382 (annual %),5124573.000 (Persons),0.328 (annual %),5139835.000 (Persons),0.297 (annual %),5153498.000 (Persons),0.265 (annual %),5165474.000 (Persons),0.232 (annual %),5176209.000 (Persons),0.208 (annual %),5188008.000 (Persons),0.228 (annual %),5200598.000 (Persons),0.242 (annual %),5213014.000 (Persons),0.238 (annual %),5228172.000 (Persons),0.290 (annual %),5246096.000 (Persons),0.342 (annual %),5266268.000 (Persons),0.384 (annual %),5288720.000 (Persons),0.425 (annual %),5313399.000 (Persons),0.466 (annual %),5338871.000 (Persons),0.478 (annual %),5363352.000 (Persons),0.457 (annual %),5388272.000 (Persons),0.464 (annual %),5413971.000 (Persons),0.476 (annual %),5438972.000 (Persons),0.461 (annual %),5461512.000 (Persons),0.414 (annual %),5479531.000 (Persons),0.329 (annual %),5495303.000 (Persons),0.287 (annual %),5508214.000 (Persons),0.235 (annual %),5515525.000 (Persons),0.133 (annual %),5521606.000 (Persons),0.110 (annual %),5530719.000 (Persons),0.165 (annual %)
"프랑스",58235716.000 (Persons),0.509 (annual %),58559309.000 (Persons),0.554 (annual %),58851216.000 (Persons),0.497 (annual %),59106758.000 (Persons),0.433 (annual %),59327200.000 (Persons),0.372 (annual %),59541904.000 (Persons),0.361 (annual %),59753095.000 (Persons),0.354 (annual %),59964841.000 (Persons),0.354 (annual %),60186284.000 (Persons),0.369 (annual %),60496708.000 (Persons),0.514 (annual %),60912500.000 (Persons),0.685 (annual %),61357432.000 (Persons),0.728 (annual %),61805266.000 (Persons),0.727 (annual %),62244880.000 (Persons),0.709 (annual %),62704901.000 (Persons),0.736 (annual %),63179356.000 (Persons),0.754 (annual %),63621376.000 (Persons),0.697 (annual %),64016227.000 (Persons),0.619 (annual %),64374979.000 (Persons),0.559 (annual %),64707035.000 (Persons),0.514 (annual %),65027505.000 (Persons),0.494 (annual %),65342789.000 (Persons),0.484 (annual %),65659814.000 (Persons),0.484 (annual %),65998685.000 (Persons),0.515 (annual %),66312067.000 (Persons),0.474 (annual %),66548272.000 (Persons),0.356 (annual %),66724104.000 (Persons),0.264 (annual %),66918020.000 (Persons),0.290 (annual %),67101930.000 (Persons),0.274 (annual %),67248926.000 (Persons),0.219 (annual %),67391582.000 (Persons),0.212 (annual %)
"프랑스령폴리네시아",199906.000 (Persons),2.112 (annual %),203716.000 (Persons),1.888 (annual %),207238.000 (Persons),1.714 (annual %),210644.000 (Persons),1.630 (annual %),214196.000 (Persons),1.672 (annual %),218064.000 (Persons),1.790 (annual %),222323.000 (Persons),1.934 (annual %),226854.000 (Persons),2.018 (annual %),231562.000 (Persons),2.054 (annual %),236217.000 (Persons),1.990 (annual %),240681.000 (Persons),1.872 (annual %),244929.000 (Persons),1.750 (annual %),248976.000 (Persons),1.639 (annual %),252707.000 (Persons),1.487 (annual %),255995.000 (Persons),1.293 (annual %),258780.000 (Persons),1.082 (annual %),261007.000 (Persons),0.857 (annual %),262717.000 (Persons),0.653 (annual %),264064.000 (Persons),0.511 (annual %),265256.000 (Persons),0.450 (annual %),266449.000 (Persons),0.449 (annual %),267702.000 (Persons),0.469 (annual %),268995.000 (Persons),0.482 (annual %),270332.000 (Persons),0.496 (annual %),271713.000 (Persons),0.510 (annual %),273119.000 (Persons),0.516 (annual %),274576.000 (Persons),0.532 (annual %),276108.000 (Persons),0.556 (annual %),277673.000 (Persons),0.565 (annual %),279285.000 (Persons),0.579 (annual %),280904.000 (Persons),0.578 (annual %)
"가봉",949493.000 (Persons),2.753 (annual %),975785.000 (Persons),2.731 (annual %),1002573.000 (Persons),2.708 (annual %),1029769.000 (Persons),2.676 (annual %),1057252.000 (Persons),2.634 (annual %),1084951.000 (Persons),2.586 (annual %),1112944.000 (Persons),2.547 (annual %),1141332.000 (Persons),2.519 (annual %),1170061.000 (Persons),2.486 (annual %),1199058.000 (Persons),2.448 (annual %),1228359.000 (Persons),2.414 (annual %),1258008.000 (Persons),2.385 (annual %),1288310.000 (Persons),2.380 (annual %),1319946.000 (Persons),2.426 (annual %),1353788.000 (Persons),2.532 (annual %),1390550.000 (Persons),2.679 (annual %),1430144.000 (Persons),2.808 (annual %),1472565.000 (Persons),2.923 (annual %),1518538.000 (Persons),3.074 (annual %),1568925.000 (Persons),3.264 (annual %),1624146.000 (Persons),3.459 (annual %),1684629.000 (Persons),3.656 (annual %),1749677.000 (Persons),3.789 (annual %),1817070.000 (Persons),3.779 (annual %),1883801.000 (Persons),3.607 (annual %),1947690.000 (Persons),3.335 (annual %),2007882.000 (Persons),3.044 (annual %),2064812.000 (Persons),2.796 (annual %),2119275.000 (Persons),2.603 (annual %),2172578.000 (Persons),2.484 (annual %),2225728.000 (Persons),2.417 (annual %)
"감비아",955595.000 (Persons),4.272 (annual %),992671.000 (Persons),3.807 (annual %),1027476.000 (Persons),3.446 (annual %),1060861.000 (Persons),3.198 (annual %),1094219.000 (Persons),3.096 (annual %),1128577.000 (Persons),3.092 (annual %),1164091.000 (Persons),3.098 (annual %),1200522.000 (Persons),3.082 (annual %),1238124.000 (Persons),3.084 (annual %),1277118.000 (Persons),3.101 (annual %),1317708.000 (Persons),3.129 (annual %),1360070.000 (Persons),3.164 (annual %),1404263.000 (Persons),3.198 (annual %),1449925.000 (Persons),3.200 (annual %),1496524.000 (Persons),3.163 (annual %),1543745.000 (Persons),3.107 (annual %),1591444.000 (Persons),3.043 (annual %),1639846.000 (Persons),2.996 (annual %),1689288.000 (Persons),2.970 (annual %),1740277.000 (Persons),2.974 (annual %),1793199.000 (Persons),2.996 (annual %),1848142.000 (Persons),3.018 (annual %),1905020.000 (Persons),3.031 (annual %),1963708.000 (Persons),3.034 (annual %),2024037.000 (Persons),3.026 (annual %),2085860.000 (Persons),3.009 (annual %),2149134.000 (Persons),2.988 (annual %),2213900.000 (Persons),2.969 (annual %),2280092.000 (Persons),2.946 (annual %),2347696.000 (Persons),2.922 (annual %),2416664.000 (Persons),2.895 (annual %)
"조지아",4802000.000 (Persons),-0.027 (annual %),4835900.000 (Persons),0.703 (annual %),4873500.000 (Persons),0.775 (annual %),4911100.000 (Persons),0.769 (annual %),4836076.000 (Persons),-1.539 (annual %),4657722.000 (Persons),-3.758 (annual %),4491699.000 (Persons),-3.630 (annual %),4349913.000 (Persons),-3.208 (annual %),4243607.000 (Persons),-2.474 (annual %),4157192.000 (Persons),-2.057 (annual %),4077131.000 (Persons),-1.945 (annual %),4014373.000 (Persons),-1.551 (annual %),3978515.000 (Persons),-0.897 (annual %),3951736.000 (Persons),-0.675 (annual %),3927340.000 (Persons),-0.619 (annual %),3902469.000 (Persons),-0.635 (annual %),3880347.000 (Persons),-0.568 (annual %),3860158.000 (Persons),-0.522 (annual %),3848449.000 (Persons),-0.304 (annual %),3814419.000 (Persons),-0.888 (annual %),3786695.000 (Persons),-0.729 (annual %),3756441.000 (Persons),-0.802 (annual %),3728874.000 (Persons),-0.737 (annual %),3717668.000 (Persons),-0.301 (annual %),3719414.000 (Persons),0.047 (annual %),3725276.000 (Persons),0.157 (annual %),3727505.000 (Persons),0.060 (annual %),3728004.000 (Persons),0.013 (annual %),3726549.000 (Persons),-0.039 (annual %),3720161.000 (Persons),-0.172 (annual %),3714000.000 (Persons),-0.166 (annual %)
"독일",79433029.000 (Persons),0.862 (annual %),80013896.000 (Persons),0.729 (annual %),80624598.000 (Persons),0.760 (annual %),81156363.000 (Persons),0.657 (annual %),81438348.000 (Persons),0.347 (annual %),81678051.000 (Persons),0.294 (annual %),81914831.000 (Persons),0.289 (annual %),82034771.000 (Persons),0.146 (annual %),82047195.000 (Persons),0.015 (annual %),82100243.000 (Persons),0.065 (annual %),82211508.000 (Persons),0.135 (annual %),82349925.000 (Persons),0.168 (annual %),82488495.000 (Persons),0.168 (annual %),82534176.000 (Persons),0.055 (annual %),82516260.000 (Persons),-0.022 (annual %),82469422.000 (Persons),-0.057 (annual %),82376451.000 (Persons),-0.113 (annual %),82266372.000 (Persons),-0.134 (annual %),82110097.000 (Persons),-0.190 (annual %),81902307.000 (Persons),-0.253 (annual %),81776930.000 (Persons),-0.153 (annual %),80274983.000 (Persons),-1.854 (annual %),80425823.000 (Persons),0.188 (annual %),80645605.000 (Persons),0.273 (annual %),80982500.000 (Persons),0.417 (annual %),81686611.000 (Persons),0.866 (annual %),82348669.000 (Persons),0.807 (annual %),82657002.000 (Persons),0.374 (annual %),82905782.000 (Persons),0.301 (annual %),83092962.000 (Persons),0.226 (annual %),83240525.000 (Persons),0.177 (annual %)
